Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
122,Demaryius Thomas,WR,31.313,2019-11-03,NFL,NYJ,@,MIA,L 18-26,8,9,Sun,3,2,19,9.50,0,66.7%,6.33
123,David Moore,WR,24.292,2019-11-03,NFL,SEA,,TAM,W 40-34,9,9,Sun,4,2,18,9.00,0,50.0%,4.50
124,Jonnu Smith,TE,24.073,2019-11-03,NFL,TEN,@,CAR,L 20-30,9,9,Sun,5,3,18,6.00,0,60.0%,3.60
125,Rhett Ellison,TE,31.032,2019-11-04,NFL,NYG,,DAL,L 18-37,9,9,Mon,5,2,17,8.50,0,40.0%,3.40
126,Jimmy Graham,TE,32.344,2019-11-03,NFL,GNB,@,LAC,L 11-26,9,9,Sun,4,4,17,4.25,0,100.0%,4.25
127,Ameer Abdullah,RB,26.143,2019-11-03,NFL,MIN,@,KAN,L 23-26,9,9,Sun,1,1,16,16.00,1,100.0%,16.00
128,Rex Burkhead ,RB,29.124,2019-11-03,NFL,NWE,@,BAL,L 20-37,9,9,Sun,2,1,16,16.00,0,50.0%,8.00
129,Eric Ebron,TE,26.207,2019-11-03,NFL,IND,@,PIT,L 24-26,8,9,Sun,2,2,16,8.00,0,100.0%,8.00
130,Allen Hurns,WR,27.356,2019-11-03,NFL,MIA,,NYJ,W 26-18,8,9,Sun,3,2,16,8.00,0,66.7%,5.33
131,JuJu Smith-Schuster,WR,22.346,2019-11-03,NFL,PIT,,IND,W 26-24,8,9,Sun,5,3,16,5.33,0,60.0%,3.20
132,Jeremy Sprinkle,TE,25.085,2019-11-03,NFL,WAS,@,BUF,L 9-24,9,9,Sun,1,1,16,16.00,0,100.0%,16.00
133,Pharoh Cooper,WR,24.238,2019-10-31,NFL,ARI,,SFO,L 25-28,9,9,Thu,2,2,15,7.50,0,100.0%,7.50
134,Hayden Hurst,TE,26.071,2019-11-03,NFL,BAL,,NWE,W 37-20,8,9,Sun,2,2,15,7.50,0,100.0%,7.50
135,Ronald Jones II,RB,22.092,2019-11-03,NFL,TAM,@,SEA,L 34-40,8,9,Sun,2,2,15,7.50,0,100.0%,7.50
136,Willie Snead ,WR/RS,27.017,2019-11-03,NFL,BAL,,NWE,W 37-20,8,9,Sun,2,2,15,7.50,0,100.0%,7.50
137,Devontae Booker,RB,27.160,2019-11-03,NFL,DEN,,CLE,W 24-19,9,9,Sun,1,1,14,14.00,0,100.0%,14.00
138,Matt Breida,RB,24.245,2019-10-31,NFL,SFO,@,ARI,W 28-25,8,9,Thu,2,2,14,7.00,0,100.0%,7.00
139,Dawson Knox,TE,22.364,2019-11-03,NFL,BUF,,WAS,W 24-9,8,9,Sun,2,2,14,7.00,0,100.0%,7.00
140,Cole Beasley,WR,30.191,2019-11-03,NFL,BUF,,WAS,W 24-9,8,9,Sun,2,2,13,6.50,1,100.0%,6.50
141,Tevin Coleman,RB,26.198,2019-10-31,NFL,SFO,@,ARI,W 28-25,8,9,Thu,4,2,13,6.50,0,50.0%,3.25
142,Phillip Dorsett,WR,26.302,2019-11-03,NFL,NWE,@,BAL,L 20-37,9,9,Sun,4,2,13,6.50,0,50.0%,3.25
143,Logan Thomas,TE,28.125,2019-11-03,NFL,DET,@,OAK,L 24-31,8,9,Sun,2,1,13,13.00,0,50.0%,6.50
144,Tanner Hudson,TE,24.356,2019-11-03,NFL,TAM,@,SEA,L 34-40,8,9,Sun,2,1,12,12.00,0,50.0%,6.00
145,Isaiah McKenzie,WR,24.208,2019-11-03,NFL,BUF,,WAS,W 24-9,8,9,Sun,3,3,12,4.00,0,100.0%,4.00
146,Sony Michel,RB,24.259,2019-11-03,NFL,NWE,@,BAL,L 20-37,9,9,Sun,2,1,12,12.00,0,50.0%,6.00
147,Dare Ogunbowale,RB,25.183,2019-11-03,NFL,TAM,@,SEA,L 34-40,8,9,Sun,1,1,12,12.00,0,100.0%,12.00
148,Ricky Seals-Jones,TE,24.233,2019-11-03,NFL,CLE,@,DEN,L 19-24,8,9,Sun,2,2,12,6.00,0,100.0%,6.00
149,Steven Sims,WR,22.217,2019-11-03,NFL,WAS,@,BUF,L 9-24,9,9,Sun,1,1,12,12.00,0,100.0%,12.00
150,Mark Walton,RB,22.219,2019-11-03,NFL,MIA,,NYJ,W 26-18,8,9,Sun,4,3,12,4.00,0,75.0%,3.00
151,Maxx Williams,TE,25.202,2019-10-31,NFL,ARI,,SFO,L 25-28,9,9,Thu,2,1,12,12.00,0,50.0%,6.00
152,Mo Alie-Cox,TE,26.045,2019-11-03,NFL,IND,@,PIT,L 24-26,8,9,Sun,1,1,11,11.00,0,100.0%,11.00
153,Antony Auclair,TE,26.159,2019-11-03,NFL,TAM,@,SEA,L 34-40,8,9,Sun,2,1,11,11.00,0,50.0%,5.50
154,KhaDarel Hodge,WR,24.304,2019-11-03,NFL,CLE,@,DEN,L 19-24,8,9,Sun,1,1,10,10.00,0,100.0%,10.00
155,Tarik Cohen,RB,24.100,2019-11-03,NFL,CHI,@,PHI,L 14-22,8,9,Sun,5,2,9,4.50,0,40.0%,1.80
156,Troy Fumagalli,TE,24.259,2019-11-03,NFL,DEN,,CLE,W 24-19,9,9,Sun,1,1,9,9.00,0,100.0%,9.00
157,Tony Pollard,RB,22.188,2019-11-04,NFL,DAL,@,NYG,W 37-18,8,9,Mon,3,1,9,9.00,0,33.3%,3.00
158,Trey Quinn,WR,23.331,2019-11-03,NFL,WAS,@,BUF,L 9-24,9,9,Sun,3,1,9,9.00,0,33.3%,3.00
159,DeAndre Carter ,WR,26.207,2019-11-03,NFL,HOU,@,JAX,W 26-3,9,9,Sun,1,1,8,8.00,0,100.0%,8.00
160,Christian Kirk,WR,22.347,2019-10-31,NFL,ARI,,SFO,L 25-28,9,9,Thu,5,2,8,4.00,0,40.0%,1.60
161,Cody Latimer,WR,27.025,2019-11-04,NFL,NYG,,DAL,L 18-37,9,9,Mon,3,2,8,4.00,1,66.7%,2.67
162,Patrick Ricard,FB/DL,25.160,2019-11-03,NFL,BAL,,NWE,W 37-20,8,9,Sun,1,1,8,8.00,0,100.0%,8.00
163,Reggie Bonnafon,RB,23.303,2019-11-03,NFL,CAR,,TEN,W 30-20,8,9,Sun,1,1,7,7.00,0,100.0%,7.00
164,Kendrick Bourne,WR,24.088,2019-10-31,NFL,SFO,@,ARI,W 28-25,8,9,Thu,1,1,7,7.00,1,100.0%,7.00
165,Justin Jackson,RB,24.195,2019-11-03,NFL,LAC,,GNB,W 26-11,9,9,Sun,1,1,7,7.00,0,100.0%,7.00
166,Ty Johnson,RB,22.047,2019-11-03,NFL,DET,@,OAK,L 24-31,8,9,Sun,3,3,7,2.33,0,100.0%,2.33
167,Charles Clay,TE,30.260,2019-10-31,NFL,ARI,,SFO,L 25-28,9,9,Thu,2,1,6,6.00,0,50.0%,3.00
168,Kelvin Harmon,WR,22.323,2019-11-03,NFL,WAS,@,BUF,L 9-24,9,9,Sun,2,1,6,6.00,0,50.0%,3.00
169,Dontrell Hilliard,RB,24.250,2019-11-03,NFL,CLE,@,DEN,L 19-24,8,9,Sun,2,2,6,3.00,0,100.0%,3.00
170,Allen Robinson,WR,26.071,2019-11-03,NFL,CHI,@,PHI,L 14-22,8,9,Sun,5,1,6,6.00,0,20.0%,1.20
171,Darius Slayton,WR,22.296,2019-11-04,NFL,NYG,,DAL,L 18-37,9,9,Mon,4,1,6,6.00,0,25.0%,1.50
172,Jordan Wilkins,RB,25.108,2019-11-03,NFL,IND,@,PIT,L 24-26,8,9,Sun,2,1,6,6.00,0,50.0%,3.00
173,DeSean Jackson,WR,32.337,2019-11-03,NFL,PHI,,CHI,W 22-14,9,9,Sun,1,1,5,5.00,0,100.0%,5.00
174,Cordarrelle Patterson,WR,28.231,2019-11-03,NFL,CHI,@,PHI,L 14-22,8,9,Sun,1,1,5,5.00,0,100.0%,5.00
175,Demarcus Robinson,WR,25.043,2019-11-03,NFL,KAN,,MIN,W 26-23,9,9,Sun,2,1,5,5.00,0,50.0%,2.50
176,Stefon Diggs,WR,25.339,2019-11-03,NFL,MIN,@,KAN,L 23-26,9,9,Sun,5,1,4,4.00,0,20.0%,0.80
177,Olabisi Johnson,WR,22.231,2019-11-03,NFL,MIN,@,KAN,L 23-26,9,9,Sun,2,1,4,4.00,1,50.0%,2.00
178,Josh Oliver ,TE,22.227,2019-11-03,NFL,JAX,,HOU,L 3-26,9,9,Sun,2,1,4,4.00,0,50.0%,2.00
179,Jesse James,TE,25.152,2019-11-03,NFL,DET,@,OAK,L 24-31,8,9,Sun,2,1,3,3.00,0,50.0%,1.50
180,Diontae Johnson ,WR,23.121,2019-11-03,NFL,PIT,,IND,W 26-24,8,9,Sun,2,1,3,3.00,0,50.0%,1.50
181,Foster Moreau,TE,22.181,2019-11-03,NFL,OAK,,DET,W 31-24,8,9,Sun,2,1,3,3.00,1,50.0%,1.50
182,Darren Sproles,RB,36.136,2019-11-03,NFL,PHI,,CHI,W 22-14,9,9,Sun,2,1,3,3.00,0,50.0%,1.50
183,Damien Williams ,RB,27.214,2019-11-03,NFL,KAN,,MIN,W 26-23,9,9,Sun,2,2,3,1.50,0,100.0%,1.50
184,Albert Wilson,WR,27.114,2019-11-03,NFL,MIA,,NYJ,W 26-18,8,9,Sun,2,1,3,3.00,0,50.0%,1.50
185,Blake Bell,TE,28.088,2019-11-03,NFL,KAN,,MIN,W 26-23,9,9,Sun,1,1,2,2.00,0,100.0%,2.00
186,T.J. Logan,RB,25.061,2019-11-03,NFL,TAM,@,SEA,L 34-40,8,9,Sun,1,1,2,2.00,0,100.0%,2.00
187,Jeff Wilson,RB,23.349,2019-10-31,NFL,SFO,@,ARI,W 28-25,8,9,Thu,1,1,2,2.00,0,100.0%,2.00
188,Darren Fells,TE,33.195,2019-11-03,NFL,HOU,@,JAX,W 26-3,9,9,Sun,3,1,1,1.00,1,33.3%,0.33
189,Jordan Howard,RB,25.001,2019-11-03,NFL,PHI,,CHI,W 22-14,9,9,Sun,1,1,1,1.00,0,100.0%,1.00
190,LeSean McCoy,RB,31.114,2019-11-03,NFL,KAN,,MIN,W 26-23,9,9,Sun,1,1,0,0.00,0,100.0%,0.00
191,Diontae Spencer,WR,27.229,2019-11-03,NFL,DEN,,CLE,W 24-19,9,9,Sun,3,1,0,0.00,0,33.3%,0.00
192,Royce Freeman,RB,23.252,2019-11-03,NFL,DEN,,CLE,W 24-19,9,9,Sun,1,1,-1,-1.00,0,100.0%,-1.00
193,Aaron Jones,RB,24.336,2019-11-03,NFL,GNB,@,LAC,L 11-26,9,9,Sun,3,1,-1,-1.00,0,33.3%,-0.33
194,Wendell Smallwood,RB,25.278,2019-11-03,NFL,WAS,@,BUF,L 9-24,9,9,Sun,3,2,-2,-1.00,0,66.7%,-0.67
1,Tyreek Hill,WR,25.254,2019-11-10,NFL,KAN,@,TEN,L 32-35,10,10,Sun,19,11,157,14.27,1,57.9%,8.26
2,Michael Thomas,WR,26.252,2019-11-10,NFL,NOR,,ATL,L 9-26,9,10,Sun,14,13,152,11.69,0,92.9%,10.86
3,Amari Cooper,WR,25.146,2019-11-10,NFL,DAL,,MIN,L 24-28,9,10,Sun,14,11,147,13.36,1,78.6%,10.50
4,Christian Kirk,WR,22.357,2019-11-10,NFL,ARI,@,TAM,L 27-30,10,10,Sun,10,6,138,23.00,3,60.0%,13.80
5,Darius Slayton,WR,22.302,2019-11-10,NFL,NYG,@,NYJ,L 27-34,10,10,Sun,15,10,121,12.10,2,66.7%,8.07
6,D.J. Moore,WR,22.210,2019-11-10,NFL,CAR,@,GNB,L 16-24,9,10,Sun,11,9,120,13.33,0,81.8%,10.91
7,Davante Adams,WR,26.321,2019-11-10,NFL,GNB,,CAR,W 24-16,10,10,Sun,10,7,118,16.86,0,70.0%,11.80
8,Deebo Samuel,WR,23.300,2019-11-11,NFL,SFO,,SEA,L 24-27,9,10,Mon,11,8,112,14.00,0,72.7%,10.18
9,Randall Cobb,WR,29.080,2019-11-10,NFL,DAL,,MIN,L 24-28,9,10,Sun,8,6,106,17.67,1,75.0%,13.25
10,Greg Olsen,TE,34.244,2019-11-10,NFL,CAR,@,GNB,L 16-24,9,10,Sun,10,8,98,12.25,0,80.0%,9.80
11,Jarvis Landry,WR,26.347,2019-11-10,NFL,CLE,,BUF,W 19-16,9,10,Sun,10,9,97,10.78,1,90.0%,9.70
12,Golden Tate,WR,31.100,2019-11-10,NFL,NYG,@,NYJ,L 27-34,10,10,Sun,8,4,95,23.75,2,50.0%,11.88
13,Robert Woods,WR,27.214,2019-11-10,NFL,LAR,@,PIT,L 12-17,9,10,Sun,11,7,95,13.57,0,63.6%,8.64
14,James Washington,WR,23.222,2019-11-10,NFL,PIT,,LAR,W 17-12,9,10,Sun,7,6,90,15.00,1,85.7%,12.86
15,Dalvin Cook,RB,24.092,2019-11-10,NFL,MIN,@,DAL,W 28-24,10,10,Sun,7,7,86,12.29,0,100.0%,12.29
16,Allen Robinson,WR,26.078,2019-11-10,NFL,CHI,,DET,W 20-13,9,10,Sun,9,6,86,14.33,0,66.7%,9.56
17,Demaryius Thomas,WR,31.320,2019-11-10,NFL,NYJ,,NYG,W 34-27,9,10,Sun,9,6,84,14.00,0,66.7%,9.33
18,Mike Evans,WR,26.081,2019-11-10,NFL,TAM,,ARI,W 30-27,9,10,Sun,6,4,82,20.50,0,66.7%,13.67
19,Jamison Crowder,WR,26.146,2019-11-10,NFL,NYJ,,NYG,W 34-27,9,10,Sun,6,5,81,16.20,1,83.3%,13.50
20,Marquise Brown ,WR,22.159,2019-11-10,NFL,BAL,@,CIN,W 49-13,9,10,Sun,4,4,80,20.00,1,100.0%,20.00
21,Julio Jones ,WR,30.275,2019-11-10,NFL,ATL,@,NOR,W 26-9,9,10,Sun,9,3,79,26.33,0,33.3%,8.78
22,Nick Boyle,TE,26.266,2019-11-10,NFL,BAL,@,CIN,W 49-13,9,10,Sun,4,4,78,19.50,0,100.0%,19.50
23,Andy Isabella,WR,22.357,2019-11-10,NFL,ARI,@,TAM,L 27-30,10,10,Sun,3,3,78,26.00,0,100.0%,26.00
24,John Brown,WR,29.221,2019-11-10,NFL,BUF,@,CLE,L 16-19,9,10,Sun,11,5,77,15.40,0,45.5%,7.00
25,Marvin Jones ,WR,29.243,2019-11-10,NFL,DET,@,CHI,L 13-20,9,10,Sun,5,5,77,15.40,0,100.0%,15.40
26,Ronald Jones II,RB,22.099,2019-11-10,NFL,TAM,,ARI,W 30-27,9,10,Sun,8,8,77,9.63,0,100.0%,9.63
27,Michael Gallup,WR,23.220,2019-11-10,NFL,DAL,,MIN,L 24-28,9,10,Sun,10,4,76,19.00,1,40.0%,7.60
28,Travis Kelce,TE,30.036,2019-11-10,NFL,KAN,@,TEN,L 32-35,10,10,Sun,7,7,75,10.71,1,100.0%,10.71
29,Cole Beasley,WR,30.198,2019-11-10,NFL,BUF,@,CLE,L 16-19,9,10,Sun,6,4,74,18.50,0,66.7%,12.33
30,Jared Cook,TE,32.217,2019-11-10,NFL,NOR,,ATL,L 9-26,9,10,Sun,10,6,74,12.33,0,60.0%,7.40
31,Chris Godwin,WR,23.256,2019-11-10,NFL,TAM,,ARI,W 30-27,9,10,Sun,12,6,74,12.33,0,50.0%,6.17
32,Larry Fitzgerald,WR,36.071,2019-11-10,NFL,ARI,@,TAM,L 27-30,10,10,Sun,8,8,71,8.88,0,100.0%,8.88
33,D.K. Metcalf,WR,21.332,2019-11-11,NFL,SEA,@,SFO,W 27-24,10,10,Mon,10,6,70,11.67,0,60.0%,7.00
34,DeVante Parker,WR,26.294,2019-11-10,NFL,MIA,@,IND,W 16-12,9,10,Sun,10,5,69,13.80,0,50.0%,6.90
35,Keenan Allen,WR,27.194,2019-11-07,NFL,LAC,@,OAK,L 24-26,10,10,Thu,11,8,68,8.50,0,72.7%,6.18
36,Gerald Everett,TE,25.138,2019-11-10,NFL,LAR,@,PIT,L 12-17,9,10,Sun,12,8,68,8.50,0,66.7%,5.67
37,Diontae Johnson ,WR,23.128,2019-11-10,NFL,PIT,,LAR,W 17-12,9,10,Sun,6,4,64,16.00,0,66.7%,10.67
38,Mecole Hardman,WR,21.243,2019-11-10,NFL,KAN,@,TEN,L 32-35,10,10,Sun,1,1,63,63.00,1,100.0%,63.00
39,Tyler Boyd,WR,24.360,2019-11-10,NFL,CIN,,BAL,L 13-49,9,10,Sun,8,6,62,10.33,0,75.0%,7.75
40,Jacob Hollister,TE,25.358,2019-11-11,NFL,SEA,@,SFO,W 27-24,10,10,Mon,10,8,62,7.75,1,80.0%,6.20
41,Jimmy Graham,TE,32.351,2019-11-10,NFL,GNB,,CAR,W 24-16,10,10,Sun,3,2,59,29.50,0,66.7%,19.67
42,Odell Beckham Jr.,WR,27.005,2019-11-10,NFL,CLE,,BUF,W 19-16,9,10,Sun,12,5,57,11.40,0,41.7%,4.75
43,Kenny Golladay,WR,26.007,2019-11-10,NFL,DET,@,CHI,L 13-20,9,10,Sun,9,3,57,19.00,1,33.3%,6.33
44,Eric Ebron,TE,26.214,2019-11-10,NFL,IND,,MIA,L 12-16,9,10,Sun,12,5,56,11.20,0,41.7%,4.67
45,Demarcus Robinson,WR,25.050,2019-11-10,NFL,KAN,@,TEN,L 32-35,10,10,Sun,5,4,56,14.00,0,80.0%,11.20
46,Dawson Knox,TE,23.006,2019-11-10,NFL,BUF,@,CLE,L 16-19,9,10,Sun,6,4,55,13.75,0,66.7%,9.17
47,Mike Williams ,WR,25.034,2019-11-07,NFL,LAC,@,OAK,L 24-26,10,10,Thu,3,2,55,27.50,0,66.7%,18.33
48,Mark Andrews,TE,23.065,2019-11-10,NFL,BAL,@,CIN,W 49-13,9,10,Sun,8,6,53,8.83,2,75.0%,6.63
49,Kalif Raymond,WR,25.094,2019-11-10,NFL,TEN,,KAN,W 35-32,10,10,Sun,1,1,52,52.00,0,100.0%,52.00
50,Alvin Kamara,RB,24.108,2019-11-10,NFL,NOR,,ATL,L 9-26,9,10,Sun,10,8,50,6.25,0,80.0%,5.00
51,Stefon Diggs,WR,25.346,2019-11-10,NFL,MIN,@,DAL,W 28-24,10,10,Sun,6,3,49,16.33,0,50.0%,8.17
52,Josh Reynolds,WR,24.267,2019-11-10,NFL,LAR,@,PIT,L 12-17,9,10,Sun,5,3,49,16.33,0,60.0%,9.80
53,T.J. Hockenson ,TE,22.130,2019-11-10,NFL,DET,@,CHI,L 13-20,9,10,Sun,6,3,47,15.67,0,50.0%,7.83
54,O.J. Howard ,TE,24.356,2019-11-10,NFL,TAM,,ARI,W 30-27,9,10,Sun,7,4,47,11.75,1,57.1%,6.71
55,Jack Doyle,TE,29.189,2019-11-10,NFL,IND,,MIA,L 12-16,9,10,Sun,4,3,44,14.67,1,75.0%,11.00
56,Kareem Hunt,RB,24.096,2019-11-10,NFL,CLE,,BUF,W 19-16,9,10,Sun,9,7,44,6.29,0,77.8%,4.89
57,JuJu Smith-Schuster,WR,22.353,2019-11-10,NFL,PIT,,LAR,W 17-12,9,10,Sun,5,3,44,14.67,0,60.0%,8.80
58,Jalen Richard,RB,26.023,2019-11-07,NFL,OAK,,LAC,W 26-24,9,10,Thu,4,4,43,10.75,0,100.0%,10.75
59,Kendrick Bourne,WR,24.099,2019-11-11,NFL,SFO,,SEA,L 24-27,9,10,Mon,8,4,42,10.50,1,50.0%,5.25
60,Rhett Ellison,TE,31.038,2019-11-10,NFL,NYG,@,NYJ,L 27-34,10,10,Sun,3,3,42,14.00,0,100.0%,14.00
61,Hunter Renfrow,WR,23.321,2019-11-07,NFL,OAK,,LAC,W 26-24,9,10,Thu,5,4,42,10.50,0,80.0%,8.40
62,Darren Waller,TE,27.055,2019-11-07,NFL,OAK,,LAC,W 26-24,9,10,Thu,5,3,40,13.33,0,60.0%,8.00
63,Taylor Gabriel,WR,28.266,2019-11-10,NFL,CHI,,DET,W 20-13,9,10,Sun,6,4,39,9.75,1,66.7%,6.50
64,Sammy Watkins,WR,26.149,2019-11-10,NFL,KAN,@,TEN,L 32-35,10,10,Sun,9,5,39,7.80,0,55.6%,4.33
65,Joe Mixon,HB,23.109,2019-11-10,NFL,CIN,,BAL,L 13-49,9,10,Sun,3,2,37,18.50,0,66.7%,12.33
66,Anthony Firkser,TE,24.264,2019-11-10,NFL,TEN,,KAN,W 35-32,10,10,Sun,4,3,36,12.00,1,75.0%,9.00
67,Auden Tate,WR,22.280,2019-11-10,NFL,CIN,,BAL,L 13-49,9,10,Sun,6,3,36,12.00,0,50.0%,6.00
68,Blake Jarwin,TE,25.117,2019-11-10,NFL,DAL,,MIN,L 24-28,9,10,Sun,4,3,35,11.67,0,75.0%,8.75
69,Curtis Samuel ,WR,23.091,2019-11-10,NFL,CAR,@,GNB,L 16-24,9,10,Sun,8,4,35,8.75,1,50.0%,4.38
70,Malik Turner,WR,23.285,2019-11-11,NFL,SEA,@,SFO,W 27-24,10,10,Mon,2,2,35,17.50,0,100.0%,17.50
71,Le'Veon Bell,RB,27.265,2019-11-10,NFL,NYJ,,NYG,W 34-27,9,10,Sun,4,4,34,8.50,0,100.0%,8.50
72,Irv Smith Jr.,TE,21.093,2019-11-10,NFL,MIN,@,DAL,W 28-24,10,10,Sun,6,5,34,6.80,0,83.3%,5.67
73,Christian McCaffrey ,RB,23.156,2019-11-10,NFL,CAR,@,GNB,L 16-24,9,10,Sun,7,6,33,5.50,0,85.7%,4.71
74,Scott Miller,WR,22.102,2019-11-10,NFL,TAM,,ARI,W 30-27,9,10,Sun,3,2,33,16.50,0,66.7%,11.00
75,Tevin Coleman,RB,26.209,2019-11-11,NFL,SFO,,SEA,L 24-27,9,10,Mon,4,4,32,8.00,0,100.0%,8.00
76,Allen Hurns,WR,27.363,2019-11-10,NFL,MIA,@,IND,W 16-12,9,10,Sun,4,2,32,16.00,0,50.0%,8.00
77,Damien Williams ,RB,27.221,2019-11-10,NFL,KAN,@,TEN,L 32-35,10,10,Sun,5,5,32,6.40,0,100.0%,6.40
78,Chester Rogers,WR,25.302,2019-11-10,NFL,IND,,MIA,L 12-16,9,10,Sun,4,2,31,15.50,0,50.0%,7.75
79,Saquon Barkley,RB,22.274,2019-11-10,NFL,NYG,@,NYJ,L 27-34,10,10,Sun,5,5,30,6.00,0,100.0%,6.00
80,Hunter Henry ,TE,24.335,2019-11-07,NFL,LAC,@,OAK,L 24-26,10,10,Thu,7,4,30,7.50,1,57.1%,4.29
81,Nyheim Hines,RB,22.363,2019-11-10,NFL,IND,,MIA,L 12-16,9,10,Sun,7,4,30,7.50,0,57.1%,4.29
82,Josh Jacobs,RB,21.269,2019-11-07,NFL,OAK,,LAC,W 26-24,9,10,Thu,5,3,30,10.00,0,60.0%,6.00
83,Jonnu Smith,TE,24.080,2019-11-10,NFL,TEN,,KAN,W 35-32,10,10,Sun,6,4,30,7.50,0,66.7%,5.00
84,Danny Amendola,WR,34.008,2019-11-10,NFL,DET,@,CHI,L 13-20,9,10,Sun,9,4,29,7.25,0,44.4%,3.22
85,Pharoh Cooper,WR,24.248,2019-11-10,NFL,ARI,@,TAM,L 27-30,10,10,Sun,5,2,29,14.50,0,40.0%,5.80
86,Austin Ekeler,RB,24.174,2019-11-07,NFL,LAC,@,OAK,L 24-26,10,10,Thu,2,2,29,14.50,1,100.0%,14.50
87,Mike Gesicki,TE,24.038,2019-11-10,NFL,MIA,@,IND,W 16-12,9,10,Sun,6,3,28,9.33,0,50.0%,4.67
88,Demetrius Harris,TE,28.104,2019-11-10,NFL,CLE,,BUF,W 19-16,9,10,Sun,2,2,28,14.00,0,100.0%,14.00
89,Calvin Ridley,WR,24.325,2019-11-10,NFL,ATL,@,NOR,W 26-9,9,10,Sun,5,3,28,9.33,0,60.0%,5.60
90,Josh Gordon,WR,28.212,2019-11-11,NFL,SEA,@,SFO,W 27-24,10,10,Mon,2,2,27,13.50,0,100.0%,13.50
91,Allen Lazard,WR,23.334,2019-11-10,NFL,GNB,,CAR,W 24-16,10,10,Sun,6,3,27,9.00,0,50.0%,4.50
92,Tyler Lockett,WR,27.044,2019-11-11,NFL,SEA,@,SFO,W 27-24,10,10,Mon,4,3,26,8.67,0,75.0%,6.50
93,Zach Pascal,WR,24.327,2019-11-10,NFL,IND,,MIA,L 12-16,9,10,Sun,7,2,26,13.00,0,28.6%,3.71
94,Melvin Gordon,RB,26.208,2019-11-07,NFL,LAC,@,OAK,L 24-26,10,10,Thu,1,1,25,25.00,0,100.0%,25.00
95,Olabisi Johnson,WR,22.238,2019-11-10,NFL,MIN,@,DAL,W 28-24,10,10,Sun,4,2,25,12.50,0,50.0%,6.25
96,Tyrell Williams,WR,27.268,2019-11-07,NFL,OAK,,LAC,W 26-24,9,10,Thu,5,3,25,8.33,0,60.0%,5.00
97,Ross Dwelley,TE,24.289,2019-11-11,NFL,SFO,,SEA,L 24-27,9,10,Mon,7,3,24,8.00,0,42.9%,3.43
98,Dare Ogunbowale,RB,25.190,2019-11-10,NFL,TAM,,ARI,W 30-27,9,10,Sun,3,3,24,8.00,0,100.0%,8.00
99,Emmanuel Sanders ,WR,32.239,2019-11-11,NFL,SFO,,SEA,L 24-27,9,10,Mon,4,2,24,12.00,0,50.0%,6.00
100,Tarik Cohen,RB,24.107,2019-11-10,NFL,CHI,,DET,W 20-13,9,10,Sun,4,4,23,5.75,1,100.0%,5.75
101,Russell Gage,WR,23.292,2019-11-10,NFL,ATL,@,NOR,W 26-9,9,10,Sun,5,4,23,5.75,0,80.0%,4.60
102,Adam Humphries,WR,26.139,2019-11-10,NFL,TEN,,KAN,W 35-32,10,10,Sun,1,1,23,23.00,1,100.0%,23.00
103,Jake Kumerow,WR,27.266,2019-11-10,NFL,GNB,,CAR,W 24-16,10,10,Sun,2,2,23,11.50,0,100.0%,11.50
104,Tyler Higbee,TE,26.313,2019-11-10,NFL,LAR,@,PIT,L 12-17,9,10,Sun,4,3,22,7.33,0,75.0%,5.50
105,Jarius Wright,WR,29.350,2019-11-10,NFL,CAR,@,GNB,L 16-24,9,10,Sun,2,1,21,21.00,0,50.0%,10.50
106,Tyler Eifert,TE,29.063,2019-11-10,NFL,CIN,,BAL,L 13-49,9,10,Sun,4,2,20,10.00,1,50.0%,5.00
107,Robert Foster,WR,25.187,2019-11-10,NFL,BUF,@,CLE,L 16-19,9,10,Sun,1,1,20,20.00,0,100.0%,20.00
108,Hayden Hurst,TE,26.078,2019-11-10,NFL,BAL,@,CIN,W 49-13,9,10,Sun,2,2,20,10.00,0,100.0%,10.00
109,Tajae Sharpe,WR,24.322,2019-11-10,NFL,TEN,,KAN,W 35-32,10,10,Sun,1,1,20,20.00,0,100.0%,20.00
110,Isaiah McKenzie,WR,24.215,2019-11-10,NFL,BUF,@,CLE,L 16-19,9,10,Sun,4,2,19,9.50,0,50.0%,4.75
111,J.D. McKissic,RB,26.087,2019-11-10,NFL,DET,@,CHI,L 13-20,9,10,Sun,7,6,19,3.17,0,85.7%,2.71
112,Logan Thomas,TE,28.132,2019-11-10,NFL,DET,@,CHI,L 13-20,9,10,Sun,2,2,19,9.50,0,100.0%,9.50
113,DeAndre Washington,RB,26.258,2019-11-07,NFL,OAK,,LAC,W 26-24,9,10,Thu,2,2,19,9.50,0,100.0%,9.50
114,Ben Braunecker ,TE,25.276,2019-11-10,NFL,CHI,,DET,W 20-13,9,10,Sun,1,1,18,18.00,1,100.0%,18.00
115,A.J. Brown,WR,22.133,2019-11-10,NFL,TEN,,KAN,W 35-32,10,10,Sun,4,1,17,17.00,0,25.0%,4.25
116,Austin Hooper,TE,25.006,2019-11-10,NFL,ATL,@,NOR,W 26-9,9,10,Sun,5,4,17,4.25,1,80.0%,3.40
